,tweet_id,favorite_count,retweet_count
297,835297930240217089,16102,2899
298,835264098648616962,7533,1631
299,835246439529840640,2056,71
300,835172783151792128,25555,5576
301,835152434251116546,21837,2902
302,834931633769889797,10544,1573
303,834786237630337024,20957,5351
304,834574053763584002,13340,2437
305,834477809192075265,0,10316
306,834458053273591808,9410,1621
307,834209720923721728,20071,4600
308,834167344700198914,15476,3547
309,834089966724603904,9810,2068
310,834086379323871233,12770,2137
311,833863086058651648,13147,2331
312,833826103416520705,17708,3658
313,833732339549220864,0,212
314,833722901757046785,20408,3133
315,833479644947025920,14551,1976
316,833124694597443584,19773,4706
317,832998151111966721,12965,2125
318,832769181346996225,0,38
319,832757312314028032,16497,3511
320,832682457690300417,11618,2827
321,832645525019123713,2864,517
322,832636094638288896,15531,2699
323,832397543355072512,11724,2146
324,832369877331693569,16800,3099
325,832273440279240704,11108,2265
326,832215909146226688,0,6041
327,832215726631055365,0,9055
328,832088576586297345,61,2
329,832040443403784192,0,9308
330,832032802820481025,17493,4534
331,831939777352105988,23473,5960
332,831926988323639298,329,34
333,831911600680497154,26985,6309
334,831670449226514432,10217,1765
335,831650051525054464,6974,1864
336,831552930092285952,8785,2261
337,831322785565769729,9094,1507
338,831315979191906304,6399,1087
339,831309418084069378,11546,2394
340,831262627380748289,11652,1983
341,830956169170665475,7832,1452
342,830583320585068544,65350,16281
343,830173239259324417,0,5515
344,830097400375152640,9576,2852
345,829878982036299777,0,4865
346,829861396166877184,12018,1879
347,829501995190984704,31108,10316
348,829449946868879360,10267,1954
349,829141528400556032,23900,7131
350,829011960981237760,52279,15917
351,828801551087042563,0,3329
352,828770345708580865,25083,5700
353,828708714936930305,35782,10890
354,828650029636317184,9327,1295
355,828409743546925057,6230,1130
356,828408677031882754,7539,1247
357,828381636999917570,12359,2166
358,828376505180889089,7251,1042
359,828372645993398273,12355,2853
360,828361771580813312,2141,171
361,828046555563323392,11524,2798
362,828011680017821696,10156,2099
363,827933404142436356,19683,5108
364,827653905312006145,15205,2939
365,827600520311402496,7332,914
366,827324948884643840,15533,2948
367,827199976799354881,10381,2169
368,826958653328592898,21167,4865
369,826848821049180160,35572,9883
370,826615380357632002,0,3882
371,826598799820865537,5036,242
372,826598365270007810,9834,2282
373,826476773533745153,18079,4084
374,826240494070030336,13048,2544
375,826204788643753985,4788,899
376,826115272272650244,15361,3029
377,825876512159186944,10298,1817
378,825829644528148480,12523,2435
379,825535076884762624,55980,17185
380,825147591692263424,17987,4424
381,825120256414846976,0,1213
382,825026590719483904,6177,1213
383,824796380199809024,0,5381
384,824775126675836928,14660,3422
385,824663926340194305,10359,1728
386,824325613288833024,11631,10342
387,824297048279236611,14804,3769
388,824025158776213504,4746,586
389,823939628516474880,10454,2646
390,823719002937630720,0,10923
391,823699002998870016,13758,2463
392,823581115634085888,12793,2568
393,823333489516937216,690,22
394,823322678127919110,15486,3923
395,823269594223824897,0,9661
396,822975315408461824,17051,3366
397,822872901745569793,129412,42184
398,822859134160621569,13037,2221
399,822647212903690241,0,6259
400,822610361945911296,14576,2883
401,822489057087389700,17835,6259
402,822462944365645825,27483,13937
403,822244816520155136,34445,9661
404,822163064745328640,0,4647
405,821886076407029760,11145,2257
406,821813639212650496,0,3301
407,821765923262631936,8274,1623
408,821522889702862852,7921,1712
409,821421320206483457,0,5444
410,821407182352777218,11571,4232
411,821153421864615936,250,10
412,821149554670182400,8500,1922
413,821107785811234820,9453,2087
414,821044531881721856,12483,2223
415,820837357901512704,0,6586
416,820749716845686786,31105,9676
417,820690176645140481,12051,3164
418,820494788566847489,0,552
419,820446719150292993,0,2518
420,820314633777061888,3301,552
421,820078625395449857,19524,6160
422,820013781606658049,0,1149
423,819952236453363712,5252,1149
424,819924195358416896,12761,4799
425,819711362133872643,13190,3053
426,819588359383371776,9523,1960
427,819347104292290561,7118,1175
428,819238181065359361,2228,401
429,819227688460238848,22747,6586
430,819015337530290176,0,36298
431,819015331746349057,0,18685
432,819006400881917954,44768,18685
433,819004803107983360,85897,36298
434,818646164899774465,0,20582
435,818627210458333184,22106,7418
436,818614493328580609,9700,2490
437,818588835076603904,0,6007
438,818536468981415936,10718,2400
439,818307523543449600,0,7906
440,818259473185828864,10861,2205
441,818145370475810820,12106,2511
442,817908911860748288,4791,785
443,817827839487737858,50902,26592
444,817777686764523521,10619,2634
445,817536400337801217,11624,2899
446,817502432452313088,0,3337
447,817423860136083457,33320,14396
448,817415592588222464,5524,931
449,817181837579653120,0,8309
450,817171292965273600,8655,1988
451,817120970343411712,12069,2551
452,817056546584727552,8476,1613
453,816829038950027264,0,4633
454,816816676327063552,9873,2004
455,816697700272001025,9658,2150
456,816450570814898180,30012,7906
457,816336735214911488,8484,1913
458,816091915477250048,8823,2091
459,816062466425819140,0,997
460,816014286006976512,0,5163
461,815990720817401858,4882,997
462,815966073409433600,22114,8309
463,815745968457060357,0,4061
464,815736392542261248,9722,2227
465,815639385530101762,8121,1620
466,815390420867969024,10236,3753
467,814986499976527872,7560,1254
468,814638523311648768,11138,2655
469,814578408554463233,0,5746
470,814530161257443328,8528,1835
471,814153002265309185,28403,8539
472,813944609378369540,0,3138
473,813910438903693312,9211,1832
474,813812741911748608,36045,13753
475,813800681631023104,8222,1727
476,813217897535406080,18431,7186
477,813202720496779264,9133,1793
478,813187593374461952,19630,4284
479,813172488309972993,9165,1899
480,813157409116065792,7682,2172
481,813142292504645637,8396,2354
482,813130366689148928,4441,439
483,813127251579564032,11684,3065
484,813112105746448384,10196,2695
485,813096984823349248,10455,3578
486,813081950185472002,9808,2749
487,813066809284972545,7846,1921
488,813051746834595840,20725,7260
489,812781120811126785,7467,1877
490,812709060537683968,6548,1423
491,812503143955202048,5986,1199
492,812466873996607488,7891,1910
493,812372279581671427,13517,3619
494,811985624773361665,7195,1382
495,811744202451197953,7465,1566
496,811647686436880384,5548,725
497,811627233043480576,12626,3028
498,811386762094317568,20717,6297
499,810984652412424192,5271,1415
500,810896069567610880,8913,1743
501,810657578271330305,10857,2605
502,810284430598270976,34837,11086
503,810254108431155201,14550,3329
504,809920764300447744,15410,3882
505,809808892968534016,0,4834
506,809448704142938112,6882,1443
507,809220051211603969,19721,5515
508,809084759137812480,13098,3487
509,808838249661788160,10022,2998
510,808733504066486276,7823,2135
511,808501579447930884,11201,2577
512,808344865868283904,42106,20582
513,808134635716833280,0,5837
514,808106460588765185,8735,2185
515,808001312164028416,12418,3498
516,807621403335917568,14451,3570
517,807106840509214720,116969,54651
518,807059379405148160,0,7247
519,807010152071229440,12984,3821
520,806629075125202948,73866,34158
521,806620845233815552,0,5465
522,806576416489959424,4854,1939
523,806542213899489280,10115,2332
524,806242860592926720,0,11491
525,806219024703037440,6393,1182
526,805958939288408065,0,5301
527,805932879469572096,8220,1901
528,805826884734976000,6504,1797
529,805823200554876929,0,7916
530,805520635690676224,5703,1641
531,805487436403003392,8723,2490
532,805207613751304193,7784,1699
533,804738756058218496,13574,3783
534,804475857670639616,6088,1988
535,804413760345620481,0,3194
536,804026241225523202,44008,15905
537,803773340896923648,9964,2707
538,803692223237865472,0,7343
539,803638050916102144,10841,4102
540,803380650405482500,7697,1857
541,803321560782307329,0,5259
542,803276597545603072,9948,2428
543,802952499103731712,8943,1975
544,802624713319034886,0,2874
545,802600418706604034,7037,1445
546,802572683846291456,8872,2480
547,802323869084381190,16038,5764
548,802265048156610565,6876,1363
549,802239329049477120,9013,2594
550,802185808107208704,0,270
551,801958328846974976,7682,1707
552,801854953262350336,1779,235
553,801538201127157760,8164,2043
554,801285448605831168,5996,808
555,801167903437357056,24243,5837
556,801127390143516673,0,3912
557,801115127852503040,8001,2079
558,800859414831898624,682,97
559,800855607700029440,0,1592
560,800751577355128832,10491,2766
561,800513324630806528,13030,2960
562,800459316964663297,9432,2153
563,800443802682937345,0,4277
564,800388270626521089,11072,2778
565,800188575492947969,0,3896
566,800141422401830912,15163,2518
567,800018252395122689,28093,13001
568,799774291445383169,0,4625
569,799757965289017345,8331,2140
570,799422933579902976,7995,1907
571,799308762079035393,0,5400
572,799297110730567681,9790,2720
573,799063482566066176,8023,2455
574,798933969379225600,12972,4400
575,798925684722855936,7459,1429
576,798705661114773508,0,6575
577,798701998996647937,0,7687
578,798697898615730177,0,6460
579,798694562394996736,0,4896
580,798686750113755136,0,2308
581,798682547630837760,0,4695
582,798673117451325440,0,5503
583,798665375516884993,0,3874
584,798644042770751489,0,1834
585,798628517273620480,0,1961
586,798585098161549313,0,5619
587,798576900688019456,0,5770
588,798340744599797760,0,3291
589,798209839306514432,10330,2527
590,797971864723324932,11484,3076
591,797545162159308800,14428,4822
592,797236660651966464,19750,6492
593,797165961484890113,222,26
594,796904159865868288,0,8831
595,796865951799083009,7617,1897
596,796759840936919040,11705,3000
597,796563435802726400,0,7163
598,796484825502875648,7501,1734
599,796387464403357696,10903,4093
600,796177847564038144,0,14116
601,796149749086875649,31967,14116
602,796125600683540480,4930,1783
603,796116448414461957,9011,2387
604,796080075804475393,8378,2280
605,796031486298386433,10703,3676
606,795464331001561088,49097,23301
607,795400264262053889,9944,2832
608,795076730285391872,16049,5381
609,794983741416415232,0,3338
610,794926597468000259,10140,2292
611,794355576146903043,0,10166
612,794332329137291264,9521,2651
613,794205286408003585,9161,3286
614,793962221541933056,16676,4834
615,793845145112371200,9144,1833
616,793614319594401792,0,3098
617,793601777308463104,7909,1598
618,793500921481273345,10586,2351
619,793286476301799424,24376,9055
620,793271401113350145,8616,2369
621,793256262322548741,19813,8250
622,793241302385262592,10425,3256
623,793226087023144960,9721,2849
624,793210959003287553,8846,2763
625,793195938047070209,15116,5559
626,793180763617361921,6874,1981
627,793165685325201412,9294,2755
628,793150605191548928,6133,1684
629,793135492858580992,6348,2471
630,793120401413079041,12538,3882
631,792913359805018113,14181,3931
632,792883833364439040,11187,4225
633,792773781206999040,7293,1655
634,792394556390137856,13296,4258
635,792050063153438720,7077,1768
636,791821351946420224,0,20851
637,791784077045166082,0,9450
638,791780927877898241,0,3773
639,791774931465953280,44697,21917
640,791672322847637504,11643,3098
641,791406955684368384,13028,4061
642,791312159183634433,8679,2503
643,791026214425268224,0,4042
644,790987426131050500,9736,2105
645,790946055508652032,16531,4633
646,790723298204217344,0,2282
647,790698755171364864,8134,1900
648,790581949425475584,20478,7042
649,790337589677002753,7755,1862
650,790277117346975746,12433,3138
651,790227638568808452,0,3516
652,789986466051088384,9174,2282
653,789960241177853952,0,4057
654,789903600034189313,10232,4089
655,789628658055020548,7411,1741
656,789599242079838210,6674,1898
657,789530877013393408,11613,3338
658,789314372632018944,8559,2263
659,789280767834746880,0,4859
660,789268448748703744,9033,2575
661,789137962068021249,9615,2756
662,788908386943430656,27178,12341
663,788765914992902144,27052,10166
664,788552643979468800,0,7066
665,788412144018661376,15387,5197
666,788178268662984705,7149,2071
667,788150585577050112,6057,1257
668,788070120937619456,0,3387
669,788039637453406209,6061,1290
670,787810552592695296,8524,3008
671,787717603741622272,10155,2746
672,787397959788929025,10783,2814
673,787322443945877504,7708,1721
674,787111942498508800,0,6664
675,786963064373534720,26362,7862
676,786729988674449408,0,2395
677,786709082849828864,18059,6041
678,786664955043049472,10488,2504
679,786595970293370880,9357,3092
680,786363235746385920,10775,3429
681,786286427768250368,7888,2790
682,786233965241827333,15065,4647
683,786051337297522688,1408,154
684,786036967502913536,0,6899
685,785927819176054784,11261,3141
686,785872687017132033,6626,1779
687,785639753186217984,7780,2208
688,785533386513321988,8993,1963
689,785515384317313025,6049,1238
690,785264754247995392,7190,1596
691,785170936622350336,11888,4750
692,784826020293709826,9991,3194
693,784517518371221505,8871,2485
694,784431430411685888,5656,1252
695,784183165795655680,19808,7916
696,784057939640352768,29406,10923
697,783839966405230592,29629,10624
698,783821107061198850,7277,1933
699,783695101801398276,10340,3168
700,783466772167098368,8348,2199
701,783391753726550016,16698,5366
702,783347506784731136,0,5451
703,783334639985389568,28759,11491
704,783085703974514689,8063,2160
705,782969140009107456,23841,7247
706,782747134529531904,7377,1389
707,782722598790725632,17037,5301
708,782598640137187329,7701,1841
709,782305867769217024,16444,5444
710,782021823840026624,0,6093
711,781955203444699136,10996,3318
712,781661882474196992,10308,2675
713,781655249211752448,3939,1113
714,781524693396357120,20489,5465
715,781308096455073793,7058,2514
716,781251288990355457,8297,2043
717,781163403222056960,9678,2713
718,780931614150983680,21320,7163
719,780858289093574656,7088,1968
720,780800785462489090,5405,1276
721,780601303617732608,11932,3301
722,780543529827336192,6211,1716
723,780496263422808064,0,3603
724,780476555013349377,0,109
725,780459368902959104,5212,1057
726,780192070812196864,8567,2198
727,780092040432480260,0,2256
728,780074436359819264,11972,4860
729,779834332596887552,18589,6899
730,779377524342161408,8635,3053
731,779124354206535695,0,17927
732,779056095788752897,14536,4440
733,778990705243029504,19651,7037
734,778774459159379968,0,9691
735,778764940568104960,850,356
736,778748913645780993,6779,1278
737,778650543019483137,5673,1469
738,778624900596654080,4546,993
739,778408200802557953,13398,4239
740,778396591732486144,0,11981
741,778383385161035776,5732,1077
742,778286810187399168,10221,3235
743,778039087836069888,8360,2588
744,778027034220126208,6454,1571
745,777953400541634568,0,3460
746,777885040357281792,6253,1595
747,777684233540206592,11055,2874
748,777641927919427584,0,4141
749,777621514455814149,8587,2465
750,777189768882946048,14012,4227
751,776819012571455488,0,13402
752,776813020089548800,4802,1182
753,776477788987613185,8664,2713
754,776249906839351296,0,8927
755,776218204058357768,29376,15498
756,776201521193218049,9432,2469
757,776113305656188928,11564,4277
758,776088319444877312,1807,147
759,775898661951791106,0,16431
760,775842724423557120,11499,2602
761,775733305207554048,13661,3912
762,775729183532220416,12795,4506
763,775364825476165632,7258,2895
764,775350846108426240,9989,3827
765,775085132600442880,15281,4625
766,774757898236878852,8462,1749
767,774639387460112384,6615,1693
768,774314403806253056,21407,5400
769,773985732834758656,10552,3770
770,773922284943896577,6289,1714
771,773704687002451968,6483,1594
772,773670353721753600,5259,1285
773,773547596996571136,21735,6007
774,773336787167145985,0,4944
775,773308824254029826,22883,7316
776,773247561583001600,9296,3191
777,773191612633579521,9821,4035
778,772877495989305348,8394,3789
779,772826264096874500,7885,2309
780,772615324260794368,0,3307
781,772581559778025472,6366,1666
782,772193107915964416,5906,1354
783,772152991789019136,3741,1110
784,772117678702071809,3701,722
785,772114945936949249,2678,459
786,772102971039580160,3932,918
787,771908950375665664,6451,1845
788,771770456517009408,11769,3291
789,771500966810099713,8124,2555
790,771380798096281600,10288,4944
791,771171053431250945,0,7262
792,771136648247640064,8983,2856
793,771102124360998913,6116,1404
794,771014301343748096,6746,1618
795,770787852854652928,4835,1178
796,770772759874076672,5085,1388
797,770655142660169732,7207,1738
798,770414278348247044,6215,2049
799,770293558247038976,6105,1433
800,770093767776997377,0,2971
801,770069151037685760,7449,2248
802,769940425801170949,30670,9308
803,769695466921623552,6295,1643
804,769335591808995329,0,7553
805,769212283578875904,5287,1674
806,768970937022709760,14034,6352
807,768909767477751808,0,2604
808,768855141948723200,4095,867
809,768609597686943744,4032,1169
810,768596291618299904,4930,1248
811,768554158521745409,0,5693
812,768473857036525572,13354,3329
813,768193404517830656,10653,3460
814,767884188863397888,4651,1349
815,767754930266464257,15693,5259
816,767500508068192258,7357,2287
817,767191397493538821,12051,3670
818,767122157629476866,9978,2794
819,766864461642756096,0,5491
820,766793450729734144,4938,1330
821,766714921925144576,2561,366
822,766693177336135680,3931,776
823,766423258543644672,5881,1540
824,766313316352462849,6649,1841
825,766078092750233600,0,2558
826,766069199026450432,4133,831
827,766008592277377025,3673,488
828,765719909049503744,7092,2109
829,765669560888528897,5084,1205
830,765395769549590528,26155,3309
831,765371061932261376,6922,2120
832,765222098633691136,11400,3307
833,764857477905154048,6323,1737
834,764259802650378240,5892,1469
835,763956972077010945,749,53
836,763837565564780549,12296,4042
837,763183847194451968,5267,1438
838,763167063695355904,0,2929
839,763103485927849985,7228,2252
840,762699858130116608,11874,3516
841,762471784394268675,10985,6240
842,762464539388485633,10076,4057
843,762316489655476224,4695,1084
844,762035686371364864,31146,15136
845,761976711479193600,5279,1951
846,761750502866649088,0,3812
847,761745352076779520,4186,841
848,761672994376806400,48342,28322
849,761599872357261312,4038,1161
850,761371037149827077,0,17611
851,761334018830917632,5074,1422
852,761292947749015552,4391,1059
853,761227390836215808,5215,1522
854,761004547850530816,11101,3387
855,760893934457552897,3730,945
856,760656994973933572,6433,1855
857,760641137271070720,4869,1263
858,760539183865880579,7403,3525
859,760521673607086080,4119,1361
860,760290219849637889,26204,11173
861,760252756032651264,3865,847
862,760190180481531904,5569,1747
863,760153949710192640,0,30
864,759943073749200896,5805,2026
865,759923798737051648,14359,5491
866,759846353224826880,6581,1915
867,759793422261743616,5818,1851
868,759557299618865152,4573,1160
869,759447681597108224,8300,2395
870,759446261539934208,1637,470
871,759197388317847553,5942,1895
872,759159934323924993,0,1128
873,759099523532779520,14184,4042
874,759047813560868866,6331,1948
875,758854675097526272,3466,877
876,758828659922702336,10957,3751
877,758740312047005698,5606,1578
878,758474966123810816,3706,971
879,758467244762497024,4682,2160
880,758405701903519748,5086,1855
881,758355060040593408,3305,1034
882,758099635764359168,18604,9691
883,758041019896193024,2636,365
884,757741869644341248,6710,3163
885,757729163776290825,0,7669
886,757725642876129280,4440,1181
887,757611664640446465,4462,1067
888,757597904299253760,0,292
889,757596066325864448,4234,1027
890,757400162377592832,14791,6656
891,757393109802180609,5672,1688
892,757354760399941633,4411,1383
893,756998049151549440,6130,1928
894,756939218950160384,6476,1943
895,756651752796094464,4919,1259
896,756526248105566208,10164,3480
897,756303284449767430,3843,1079
898,756288534030475264,43011,17199
899,756275833623502848,6237,1492
900,755955933503782912,7125,2795
901,755206590534418437,16059,5196
902,755110668769038337,20678,10791
903,754874841593970688,0,7676
904,754856583969079297,6719,2440
905,754747087846248448,2529,502
906,754482103782404096,5152,1897
907,754449512966619136,3652,715
908,754120377874386944,7706,2286
909,753655901052166144,5702,2117
910,753420520834629632,7697,3449
911,753398408988139520,5607,1854
912,753375668877008896,7445,2256
913,753298634498793472,0,5517
914,753294487569522689,3274,1011
915,753039830821511168,36186,20261
916,753026973505581056,3826,935
917,752932432744185856,12291,6664
918,752917284578922496,6764,1528
919,752701944171524096,0,2775
920,752682090207055872,5854,1547
921,752660715232722944,4266,1510
922,752568224206688256,5348,2210
923,752519690950500352,7189,3350
924,752334515931054080,3723,1068
925,752309394570878976,0,15715
926,752173152931807232,5810,1773
927,751950017322246144,2987,885
928,751937170840121344,5049,1274
929,751830394383790080,5673,1887
930,751793661361422336,5672,2813
931,751598357617971201,7739,2953
932,751583847268179968,4281,1067
933,751538714308972544,4909,1223
934,751456908746354688,3137,977
935,751251247299190784,12206,5708
936,751205363882532864,6153,1759
937,751132876104687617,4937,1262
938,750868782890057730,4652,1319
939,750719632563142656,12823,4859
940,750506206503038976,4339,1114
941,750429297815552001,12832,4141
942,750383411068534784,4439,1113
943,750381685133418496,675,27
944,750147208377409536,3016,931
945,750132105863102464,3515,1253
